id,image_id,category_id,bbox,file_name,height,width,vehicle_count
32,6,3,"[267, 217, 19.5, 30]",DOH_5_mp4-17_jpg.rf.1c078166ddf55c40ccc1a7d101fc603c.jpg,416,416,7
33,6,5,"[164, 240, 14.5, 19.5]",DOH_5_mp4-17_jpg.rf.1c078166ddf55c40ccc1a7d101fc603c.jpg,416,416,7
34,6,5,"[289, 239, 20.5, 32]",DOH_5_mp4-17_jpg.rf.1c078166ddf55c40ccc1a7d101fc603c.jpg,416,416,7
35,6,5,"[325, 269, 30.5, 43.5]",DOH_5_mp4-17_jpg.rf.1c078166ddf55c40ccc1a7d101fc603c.jpg,416,416,7
36,6,3,"[370, 282, 41, 55]",DOH_5_mp4-17_jpg.rf.1c078166ddf55c40ccc1a7d101fc603c.jpg,416,416,7
37,6,3,"[363, 319, 46.5, 72]",DOH_5_mp4-17_jpg.rf.1c078166ddf55c40ccc1a7d101fc603c.jpg,416,416,7
38,7,6,"[96, 217, 20.5, 33]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
39,7,3,"[162, 235, 23.5, 39]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
40,7,3,"[197, 226, 42, 90]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
41,7,3,"[248, 256, 27, 48.5]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
42,7,3,"[97, 295, 30.5, 48.5]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
43,7,9,"[198, 297, 57, 119]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
44,7,5,"[150, 352, 42, 47]",DOH_7_mp4-25_jpg.rf.1c08af0988c66a5c2d4d8b51e0a5ff17.jpg,416,416,7
45,8,10,"[291, 149, 25, 29]",DOH_2_mp4-9_jpg.rf.1c0d2bf72461a52a02b28a1166b73fca.jpg,416,416,5
46,8,5,"[179, 159, 26, 24]",DOH_2_mp4-9_jpg.rf.1c0d2bf72461a52a02b28a1166b73fca.jpg,416,416,5
47,8,5,"[300, 191, 23, 43.5]",DOH_2_mp4-9_jpg.rf.1c0d2bf72461a52a02b28a1166b73fca.jpg,416,416,5
48,8,5,"[79, 218, 47.5, 41.5]",DOH_2_mp4-9_jpg.rf.1c0d2bf72461a52a02b28a1166b73fca.jpg,416,416,5
49,8,3,"[273, 243, 48.5, 112.5]",DOH_2_mp4-9_jpg.rf.1c0d2bf72461a52a02b28a1166b73fca.jpg,416,416,5
50,9,3,"[291, 163, 23.5, 39.5]",DOH_16_mp4-0_jpg.rf.1c1a1377f026633f694f5fd883a13a11.jpg,416,416,2
51,9,10,"[168, 316, 70, 100]",DOH_16_mp4-0_jpg.rf.1c1a1377f026633f694f5fd883a13a11.jpg,416,416,2
52,10,3,"[99, 184, 26.5, 40.5]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
53,10,3,"[97, 211, 16, 23]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
54,10,5,"[107, 222, 16, 20]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
55,10,3,"[117, 237, 17.5, 28]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
56,10,5,"[84, 245, 19, 24]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
57,10,5,"[101, 255, 16.5, 28]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
58,10,5,"[69, 276, 22, 31]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
59,10,3,"[64, 299, 25.5, 44.5]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
60,10,5,"[109, 314, 28.5, 40.5]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
61,10,10,"[29, 313, 25.5, 43.5]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
62,10,3,"[123, 340, 34, 44.5]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
63,10,3,"[309, 349, 42.5, 55]",DOH_mp4-29_jpg.rf.1c21b3ff70a6bf29ab1608140562cffd.jpg,416,416,12
64,11,5,"[140, 0, 57, 49]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
65,11,5,"[243, 191, 105, 113]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
66,11,5,"[47, 1, 59, 53]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
67,11,5,"[329, 287, 87, 128]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
68,11,5,"[195, 12, 56, 72]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
69,11,3,"[80, 15, 72, 96.5]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
70,11,10,"[228, 33, 94.5, 121.5]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
71,11,5,"[139, 91, 81, 85.5]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
72,11,5,"[317, 102, 81.5, 104]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
73,11,5,"[181, 136, 87, 116.5]",583_jpg.rf.1c26c89e2efb08e1375a40393968d0d2.jpg,416,416,10
74,12,3,"[156, 115, 12.5, 20]",DOH_5_mp4-0_jpg.rf.1c327726254f264c3582ba2537b5358d.jpg,416,416,6
75,12,5,"[177, 125, 11, 15.5]",DOH_5_mp4-0_jpg.rf.1c327726254f264c3582ba2537b5358d.jpg,416,416,6
76,12,6,"[228, 134, 11.5, 18]",DOH_5_mp4-0_jpg.rf.1c327726254f264c3582ba2537b5358d.jpg,416,416,6
77,12,10,"[144, 142, 17, 32]",DOH_5_mp4-0_jpg.rf.1c327726254f264c3582ba2537b5358d.jpg,416,416,6
78,12,5,"[163, 158, 15, 23]",DOH_5_mp4-0_jpg.rf.1c327726254f264c3582ba2537b5358d.jpg,416,416,6
79,12,10,"[82, 206, 41.5, 61]",DOH_5_mp4-0_jpg.rf.1c327726254f264c3582ba2537b5358d.jpg,416,416,6
80,13,3,"[130, 161, 19, 33]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
81,13,3,"[103, 173, 22, 29]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
82,13,9,"[114, 194, 50, 110]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
83,13,9,"[163, 217, 95, 174]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
84,13,6,"[259, 303, 57.5, 86]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
85,13,9,"[135, 297, 79, 119]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
86,13,3,"[153, 351, 57.5, 65]",DOH_5_mp4-15_jpg.rf.1c336d28a04f3525fc9d26c40234466e.jpg,416,416,7
87,14,5,"[173, 182, 13, 19.5]",DOH_18_mp4-8_jpg.rf.1ce5c909486f87285f26696abc9c34f2.jpg,416,416,3
88,14,5,"[164, 300, 35, 48.5]",DOH_18_mp4-8_jpg.rf.1ce5c909486f87285f26696abc9c34f2.jpg,416,416,3
89,14,5,"[292, 318, 56.5, 72]",DOH_18_mp4-8_jpg.rf.1ce5c909486f87285f26696abc9c34f2.jpg,416,416,3
90,15,6,"[154, 131, 26.5, 34.5]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
91,15,3,"[123, 132, 26, 45.5]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
92,15,9,"[0, 143, 61, 161]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
93,15,5,"[377, 212, 39, 53]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
94,15,5,"[75, 221, 36, 49]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
95,15,5,"[299, 331, 48, 80]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
96,15,5,"[369, 338, 47, 78]",DOH_5_mp4-21_jpg.rf.1c45c1263d5ccfd18e8c5de321cc1864.jpg,416,416,7
97,16,9,"[133, 112, 37.5, 56]",DOH_7_mp4-10_jpg.rf.1cc501d44a908bb943ae4ddcbb209eaa.jpg,416,416,4
98,16,5,"[249, 143, 19.5, 34.5]",DOH_7_mp4-10_jpg.rf.1cc501d44a908bb943ae4ddcbb209eaa.jpg,416,416,4
99,16,5,"[258, 164, 21.5, 31]",DOH_7_mp4-10_jpg.rf.1cc501d44a908bb943ae4ddcbb209eaa.jpg,416,416,4
100,16,5,"[0, 364, 64, 52]",DOH_7_mp4-10_jpg.rf.1cc501d44a908bb943ae4ddcbb209eaa.jpg,416,416,4
101,17,3,"[263, 187, 47, 57]",DOH_mp4-4_jpg.rf.1cd05645819cef37b6f6809043442e03.jpg,416,416,2
102,17,2,"[82, 297, 43.5, 76]",DOH_mp4-4_jpg.rf.1cd05645819cef37b6f6809043442e03.jpg,416,416,2
103,18,3,"[241, 133, 28.5, 40.5]",DOH_mp4-23_jpg.rf.1ccf9d4f050c432a027b0324f4908f29.jpg,416,416,3
104,18,3,"[220, 138, 22, 38.5]",DOH_mp4-23_jpg.rf.1ccf9d4f050c432a027b0324f4908f29.jpg,416,416,3
105,18,9,"[152, 216, 110, 200]",DOH_mp4-23_jpg.rf.1ccf9d4f050c432a027b0324f4908f29.jpg,416,416,3
106,19,3,"[152, 133, 17, 20]",DOH_2_mp4-3_jpg.rf.1c3dfd3d50010cc2faff52c7ff210259.jpg,416,416,6
107,19,3,"[173, 153, 21.5, 40.5]",DOH_2_mp4-3_jpg.rf.1c3dfd3d50010cc2faff52c7ff210259.jpg,416,416,6
108,19,9,"[96, 174, 28, 54.5]",DOH_2_mp4-3_jpg.rf.1c3dfd3d50010cc2faff52c7ff210259.jpg,416,416,6
109,19,3,"[333, 204, 29.5, 50.5]",DOH_2_mp4-3_jpg.rf.1c3dfd3d50010cc2faff52c7ff210259.jpg,416,416,6
110,19,3,"[244, 203, 31, 56]",DOH_2_mp4-3_jpg.rf.1c3dfd3d50010cc2faff52c7ff210259.jpg,416,416,6
111,19,5,"[307, 214, 25.5, 52]",DOH_2_mp4-3_jpg.rf.1c3dfd3d50010cc2faff52c7ff210259.jpg,416,416,6
112,20,9,"[313, 89, 20.5, 39]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
113,20,5,"[188, 103, 18.5, 24]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
114,20,3,"[267, 105, 17.5, 30.5]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
115,20,5,"[173, 123, 24.5, 31.5]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
116,20,3,"[227, 129, 27, 60.5]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
117,20,5,"[173, 160, 34.5, 40.5]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
118,20,5,"[0, 314, 61, 101]",DOH_2_mp4-8_jpg.rf.1cd59ca755690b4e9da64dd8af5807cc.jpg,416,416,7
119,21,9,"[205, 194, 21.5, 48]",DOH_34_mp4-13_jpg.rf.1cebbecaeabff6b3464bda8c340c1199.jpg,416,416,5
120,21,5,"[338, 241, 22, 31]",DOH_34_mp4-13_jpg.rf.1cebbecaeabff6b3464bda8c340c1199.jpg,416,416,5
121,21,5,"[334, 261, 27.5, 40.5]",DOH_34_mp4-13_jpg.rf.1cebbecaeabff6b3464bda8c340c1199.jpg,416,416,5
122,21,3,"[382, 281, 34, 49]",DOH_34_mp4-13_jpg.rf.1cebbecaeabff6b3464bda8c340c1199.jpg,416,416,5
123,21,3,"[292, 318, 43.5, 57]",DOH_34_mp4-13_jpg.rf.1cebbecaeabff6b3464bda8c340c1199.jpg,416,416,5
124,22,3,"[161, 251, 27, 39.5]",DOH_21_mp4-13_jpg.rf.1cef6d1d0f22fc9cb6620ff6816d2d77.jpg,416,416,1
125,23,3,"[221, 151, 11.5, 26.5]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
126,23,5,"[178, 170, 13, 18]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
127,23,6,"[245, 174, 16.5, 19]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
128,23,6,"[163, 175, 12.5, 20.5]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
129,23,9,"[293, 164, 27.5, 53]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
130,23,9,"[257, 200, 19, 32]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
131,23,5,"[230, 218, 16, 27]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
132,23,3,"[249, 237, 20, 34]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
133,23,6,"[35, 242, 20, 28]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
134,23,5,"[321, 242, 23.5, 33]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
135,23,5,"[236, 259, 17, 34]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
136,23,5,"[360, 278, 23.5, 34]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
137,23,3,"[389, 281, 26, 37]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
138,23,10,"[157, 285, 19.5, 38]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
139,23,3,"[299, 319, 27.5, 49.5]",DOH_5--video-converter_com-_mp4-6_jpg.rf.1cf653a9f3329804ab3e43f1b999bf49.jpg,416,416,15
140,24,10,"[296, 161, 15.5, 27.5]",DOH_7--video-converter_com-_mp4-14_jpg.rf.1c57af988c93009a0724dd189c05891a.jpg,416,416,2
141,24,5,"[375, 243, 26.5, 46]",DOH_7--video-converter_com-_mp4-14_jpg.rf.1c57af988c93009a0724dd189c05891a.jpg,416,416,2
142,25,5,"[66, 296, 28.5, 41.5]",DOH_mp4-21_jpg.rf.1d4bc79cdb15f7937d1f3734e83c2889.jpg,416,416,1
143,26,9,"[296, 186, 40, 62]",DOH_3_mp4-12_jpg.rf.1d2b3ffcae295c8c8fa018bd52dfbda2.jpg,416,416,2
144,26,9,"[113, 270, 79, 144.5]",DOH_3_mp4-12_jpg.rf.1d2b3ffcae295c8c8fa018bd52dfbda2.jpg,416,416,2
145,27,3,"[141, 219, 34, 55]",DOH_3_mp4-18_jpg.rf.1d2010b8f9fc86072c31f26bba006a3e.jpg,416,416,2
146,27,5,"[332, 225, 51, 58]",DOH_3_mp4-18_jpg.rf.1d2010b8f9fc86072c31f26bba006a3e.jpg,416,416,2
147,28,5,"[223, 174, 17, 29]",DOH_3--video-converter_com-_mp4-7_jpg.rf.1d7fa7eaf985ccea00404e9183967a70.jpg,416,416,4
148,28,3,"[89, 184, 30.5, 32]",DOH_3--video-converter_com-_mp4-7_jpg.rf.1d7fa7eaf985ccea00404e9183967a70.jpg,416,416,4
149,28,9,"[277, 179, 50, 98]",DOH_3--video-converter_com-_mp4-7_jpg.rf.1d7fa7eaf985ccea00404e9183967a70.jpg,416,416,4
150,28,3,"[4, 326, 60.5, 89.5]",DOH_3--video-converter_com-_mp4-7_jpg.rf.1d7fa7eaf985ccea00404e9183967a70.jpg,416,416,4
151,29,9,"[47, 93, 20.5, 41.5]",DOH_3_mp4-20_jpg.rf.1d89deef5aa8e053460017b8a9363a53.jpg,416,416,6
152,29,10,"[101, 123, 19, 24]",DOH_3_mp4-20_jpg.rf.1d89deef5aa8e053460017b8a9363a53.jpg,416,416,6
153,29,10,"[98, 137, 26, 35.5]",DOH_3_mp4-20_jpg.rf.1d89deef5aa8e053460017b8a9363a53.jpg,416,416,6
154,29,9,"[226, 127, 79.5, 90]",DOH_3_mp4-20_jpg.rf.1d89deef5aa8e053460017b8a9363a53.jpg,416,416,6
155,29,9,"[47, 143, 41, 74.5]",DOH_3_mp4-20_jpg.rf.1d89deef5aa8e053460017b8a9363a53.jpg,416,416,6
156,29,5,"[161, 216, 52, 62.5]",DOH_3_mp4-20_jpg.rf.1d89deef5aa8e053460017b8a9363a53.jpg,416,416,6
157,30,3,"[253, 149, 22, 40.5]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
158,30,3,"[316, 163, 35.5, 43.5]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
159,30,9,"[109, 155, 43.5, 67.5]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
160,30,3,"[196, 181, 26.5, 29]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
161,30,5,"[182, 217, 26, 30]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
162,30,5,"[356, 292, 60, 71.5]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
163,30,3,"[261, 296, 64.5, 82]",DOH_mp4-0_jpg.rf.1d7916089b4d1eb8055dc812d346c791.jpg,416,416,7
164,31,3,"[235, 128, 20.5, 30.5]",DOH_3_mp4-21_jpg.rf.1d36ab54a334650e29972edefb169aba.jpg,416,416,6
165,31,9,"[278, 137, 49, 63.5]",DOH_3_mp4-21_jpg.rf.1d36ab54a334650e29972edefb169aba.jpg,416,416,6
166,31,9,"[142, 135, 39, 72.5]",DOH_3_mp4-21_jpg.rf.1d36ab54a334650e29972edefb169aba.jpg,416,416,6
167,31,9,"[323, 155, 61, 61]",DOH_3_mp4-21_jpg.rf.1d36ab54a334650e29972edefb169aba.jpg,416,416,6
168,31,3,"[271, 174, 30.5, 35.5]",DOH_3_mp4-21_jpg.rf.1d36ab54a334650e29972edefb169aba.jpg,416,416,6
169,31,5,"[130, 193, 21, 29]",DOH_3_mp4-21_jpg.rf.1d36ab54a334650e29972edefb169aba.jpg,416,416,6
170,32,6,"[204, 135, 46.5, 52]",DOH_3_mp4-28_jpg.rf.1d398fde6e1e07dee9cfad54e557fd72.jpg,416,416,4
171,32,3,"[354, 154, 33, 48]",DOH_3_mp4-28_jpg.rf.1d398fde6e1e07dee9cfad54e557fd72.jpg,416,416,4
172,32,3,"[69, 163, 62, 57]",DOH_3_mp4-28_jpg.rf.1d398fde6e1e07dee9cfad54e557fd72.jpg,416,416,4
173,32,3,"[254, 167, 51.5, 99]",DOH_3_mp4-28_jpg.rf.1d398fde6e1e07dee9cfad54e557fd72.jpg,416,416,4
174,33,5,"[113, 194, 27.5, 27]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
175,33,10,"[253, 204, 30.5, 49.5]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
176,33,3,"[53, 211, 38, 46]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
177,33,5,"[106, 235, 35, 34.5]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
178,33,6,"[180, 241, 31.5, 49.5]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
179,33,3,"[305, 262, 29, 57]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
180,33,3,"[134, 334, 57, 82]",DOH_mp4-29_jpg.rf.1d454533b70838939a56ab314e1aaa62.jpg,416,416,7
181,34,5,"[120, 255, 23.5, 31.5]",DOH_mp4-11_jpg.rf.1d805fcd762aaa1d495e72a7366a7b5f.jpg,416,416,1
182,35,3,"[172, 139, 31.5, 38.5]",DOH_14_mp4-27_jpg.rf.1ddbb0f82f34bb07e6057341e278184a.jpg,416,416,3
183,35,5,"[306, 199, 27, 48]",DOH_14_mp4-27_jpg.rf.1ddbb0f82f34bb07e6057341e278184a.jpg,416,416,3
184,35,9,"[55, 199, 164.5, 216.5]",DOH_14_mp4-27_jpg.rf.1ddbb0f82f34bb07e6057341e278184a.jpg,416,416,3
185,36,6,"[289, 147, 27.5, 39.5]",DOH_mp4-6_jpg.rf.1dd99828ef45008d0e77f61f8aa2df4e.jpg,416,416,5
186,36,9,"[48, 194, 46, 75]",DOH_mp4-6_jpg.rf.1dd99828ef45008d0e77f61f8aa2df4e.jpg,416,416,5
187,36,5,"[331, 226, 32, 45.5]",DOH_mp4-6_jpg.rf.1dd99828ef45008d0e77f61f8aa2df4e.jpg,416,416,5
188,36,9,"[0, 212, 38, 92.5]",DOH_mp4-6_jpg.rf.1dd99828ef45008d0e77f61f8aa2df4e.jpg,416,416,5
189,36,5,"[375, 296, 41, 48]",DOH_mp4-6_jpg.rf.1dd99828ef45008d0e77f61f8aa2df4e.jpg,416,416,5
190,37,10,"[228, 163, 33, 50.5]",DOH_2_mp4-26_jpg.rf.1e00b257eb4b089eed4bce43256b5ebf.jpg,416,416,4
